customer,product,timestamp,rating,comment
"Mark Murray","ZX Spectrum","2022-11-19 21:26:41",5,""
"Jesse Harris","ZX Spectrum","2022-07-28 01:51:01",5,""
"Michael Hernandez","Amiga","2022-11-04 20:32:59",4,""
"Donald Vasquez","BBC Micro","2022-07-30 18:28:18",1,"Budget design situation work. Stop firm after national. Interview type meet."
"Donald Vasquez","Amiga","2022-07-31 17:08:52",2,"Notice place court measure husband owner. That phone lead two know. Meeting could might why who. Finish man level create across fast something around."
"Andrea Jimenez","Commodore 64","2022-12-04 18:29:34",1,""
"Andrea Jimenez","Amiga","2022-02-10 07:58:25",4,""
"Peter Clarke","Commodore 64","2022-01-27 11:27:03",5,""
"Peter Clarke","Amiga","2022-01-31 09:27:28",1,""
"Mark Daniels","Amiga","2022-11-03 05:52:03",1,""
"Ashley Mason","Apple II","2022-10-01 04:29:31",5,"Foreign miss bring person. Water morning front. Amount prevent get perhaps."
"Benjamin Ellis","BBC Micro","2022-02-11 05:13:34",5,""
"Benjamin Ellis","ZX Spectrum","2022-06-04 07:22:44",1,"Standard ten movement Mr person computer. Bit kind result vote public must."
"Shannon Johnson","Commodore 64","2022-08-19 09:17:09",5,""
"Shannon Johnson","Amiga","2022-06-19 15:06:08",4,"Writer four north day."
"Donald Grant","Amiga","2022-11-14 01:26:27",1,""
"Kathy Gomez","Commodore 64","2022-04-28 09:39:17",4,""
"Kathy Gomez","Amiga","2022-07-08 06:00:07",4,""
"Kathy Gomez","Tomy Tutor","2022-02-21 02:35:50",5,"Run be understand camera including tough always structure. Those agent economy call purpose movement."
"Michael Macias","ZX Spectrum","2022-02-27 03:28:13",2,"Third economy along. Buy plan realize west. Baby himself second color."
"Michael Macias","Apple IIc","2022-08-03 22:53:46",5,""
"Michael Macias","Amiga","2022-06-29 18:30:06",5,"Agreement continue voice watch affect official. They ten boy large develop full career thing. Worry road administration likely technology."
"Thomas Carroll","Commodore 64","2022-12-23 02:49:03",5,""
"Michael Oneal","West PC-800","2022-01-28 22:56:31",3,""
"Rebecca Turner","Commodore 64","2022-11-08 00:10:56",2,"Indeed however black much ready make. Every try easy interview at travel budget according."
"Ralph Scott","Amiga","2022-06-26 08:31:17",2,"Sell site concern. Put environmental three car move former season. Special final remember matter."
"Daniel Johnson","Apricot F1","2022-09-15 16:54:12",5,"Opportunity mouth grow strategy need open. Face why town. Building role land unit score east."
"Sean Gibson","Commodore 64","2022-10-15 12:56:11",5,""
"Daniel Thomas","Orao","2022-06-23 16:10:53",5,""
"Chelsea Hudson","Commodore 64","2022-11-27 03:47:59",5,"Theory indeed establish rise model. Their believe up term."
"Ryan Hendricks","Apple II","2022-01-22 03:46:08",5,"Front small wait necessary. Military night full firm."
"Ryan Hendricks","BBC Micro","2022-03-20 04:48:23",5,""
"April Duarte","Atari TT","2022-10-22 15:57:07",1,"Record media course cut health system son. Then road PM indeed."
"Rebecca Patterson","Apple II","2022-07-31 11:14:33",4,""
"Rebecca Patterson","Commodore 64","2022-04-07 17:21:01",5,"Meeting collection after everyone laugh arrive guess. Debate maintain real sort area conference."
"Kayla Burke","Apple IIc","2022-05-01 11:26:16",1,""
"Kaitlyn Martin","Apple II","2022-04-19 14:42:08",5,"Particular line commercial enjoy cut stand customer energy. Support but both much management strong game. New left foreign with lay recognize tax."
"Sheila Hunter","Amiga","2022-06-30 18:34:21",2,""
"Mr. Paul Garcia","BBC Micro","2022-03-02 18:34:04",4,""
"Mr. Paul Garcia","Amiga","2022-12-14 13:35:20",5,"Far recent young house way according. Down you place. Simple read list spend teacher fact want."
"Rachel Moore","Commodore 64","2022-06-21 23:31:35",1,""
"Christina Hernandez","Dragon 32","2022-01-07 23:29:23",1,""
"Barbara Jordan","Commodore 64","2022-05-01 13:51:15",5,""
"Mike Mclean","Commodore 64","2022-06-02 22:09:57",2,""
"Mike Mclean","ZX Spectrum","2022-03-14 18:05:19",5,""
"Mike Mclean","Amiga","2022-10-24 07:29:02",5,""
"Heather Lopez","MZ","2022-09-13 09:56:09",4,""
"Heather Lopez","BBC Micro","2022-12-06 09:26:32",5,""
"Heather Lopez","Amiga","2022-02-21 04:55:20",5,""
"Angela Meyer","Amiga","2022-03-07 07:46:28",1,"People source girl else. Store church share perform natural already stage himself."
"Brandon Barton","Apple II","2022-01-22 13:37:19",2,""
"Jeremy Diaz","Apple II","2022-09-25 12:31:18",4,""
"Jeremy Diaz","Commodore 64","2022-05-30 18:00:41",1,""
"Madison Blair","Apple II","2022-02-17 23:09:16",4,""
"Madison Blair","Commodore 64","2022-01-05 10:56:25",3,"Of million scene continue. Computer with manager lot hand movement health."
"Wendy Andrews DDS","Commodore 64","2022-03-27 06:28:16",3,""
"Raymond Thomas","Commodore 64","2022-04-16 05:50:17",4,"Former real newspaper class consider arm time none. Individual cold peace ball sometimes."
"Raymond Thomas","ZX Spectrum","2022-12-04 00:56:48",5,""
"Raymond Thomas","Timex Sinclair 2048","2022-03-23 01:33:46",4,"Television nation media east party close. First she group scene see reduce each. Beautiful do policy physical."
"William Donovan","ZX Spectrum","2022-07-20 06:18:26",5,""
"William Donovan","Amiga","2022-08-21 14:34:31",4,""
"Kathleen Anderson","Amiga","2022-01-25 02:45:53",4,""
"Catherine Leblanc","Commodore 64","2022-10-10 04:00:46",5,"Oil watch system matter most produce why building. Under boy culture national ahead value morning. Gun fall instead right likely."
"Catherine Leblanc","Amiga","2022-08-02 11:57:23",3,""
"Jonathan Shah","Amiga","2022-04-17 22:39:21",4,"Threat decade from back together. Rule film crime court company son."
"Jonathan Shah","Sharp X68000","2022-01-02 13:22:53",5,"Pattern drug war herself. Policy significant region ground reason represent scientist."
"Christopher Murphy","Amiga","2022-07-14 02:37:39",2,""
"Ashley Wade","Commodore 64","2022-01-11 09:25:51",5,""
"Tony Carson","Commodore 64","2022-08-14 05:59:43",4,"Audience sure film change support member story. More travel fly though key specific degree. Piece would society person."
"Robin Bailey","Apple II","2022-01-09 03:44:37",4,""
"Robin Bailey","A7000","2022-08-01 21:46:02",5,"Stage television open board. Lot perhaps energy so cover despite side. Ask just imagine hot."
"Melissa Walker","Amiga","2022-08-07 20:34:15",4,"Magazine morning budget difficult thank. Do write do officer nature."
"Julian Jones","Amiga","2022-09-07 17:55:03",1,""
"Charles Ruiz","Apple II","2022-02-28 12:56:44",5,"Official rate commercial raise. National country best catch."
"Charles Ruiz","Commodore 64","2022-11-10 17:13:33",1,"Source many officer lead. Ask fear still this clear table. Into policy area during draw air since memory."
"Charles Ruiz","TK82C","2022-04-16 20:27:19",5,"Usually north discussion policy rise traditional. Street wonder guess."
"Christine Duncan","Apple II","2022-10-11 00:39:58",5,""
"Michael Andrews","Commodore 64","2022-04-02 17:36:40",5,""
"Michael Andrews","Amiga","2022-05-12 19:46:13",5,"Body pick event anything participant. Support including care loss network positive read share."
"Heather Small","Commodore 64","2022-09-14 16:23:10",5,"Per scientist vote evidence race small safe citizen. Tend behavior coach town pick. Read today list."
"Heather Small","ZX Spectrum","2022-06-02 18:38:25",4,""
"Heather Small","Amiga","2022-08-25 13:29:57",4,""
"Joseph King","Commodore 64","2022-01-10 00:03:46",4,"Serve stay work owner. White compare not itself price whatever. Safe protect computer memory."
"Joseph King","Timex Sinclair 1500","2022-05-10 06:13:11",1,""
"Daniel Green","ZX Spectrum","2022-12-06 10:40:47",5,"Plan drive toward help college son. Spend wonder or simply lay."
"Lisa Chandler","Amiga","2022-06-24 10:01:54",4,""
"Charles Moore","Commodore 64","2022-05-15 13:28:34",2,""
"Wendy Rollins","Commodore 64","2022-06-16 12:50:22",5,""
"Jennifer Tran","Commodore 64","2022-12-17 22:05:28",2,""
"Karen Bernard","Apple II","2022-02-27 22:19:33",1,""
"Melissa Horton","Commodore 64","2022-04-04 17:56:46",5,""
"Bradley Hicks","Amiga","2022-01-25 08:36:48",5,""
"Kent Ward","Commodore 64","2022-11-09 08:04:19",5,""
"Kent Ward","ZX Spectrum","2022-05-02 13:47:32",5,"Cover computer trouble state guy guess quality alone. Process fill order run."
"Kent Ward","Amiga","2022-12-29 07:32:27",1,"New reason much production exist quickly."
"Adam Johnson","BBC Micro","2022-01-11 05:37:07",3,""
"Karen Mills","ZX Spectrum","2022-11-23 12:14:59",3,"Compare list together radio business. Republican speech several unit Democrat person person."
"Karen Mills","Amiga","2022-05-17 22:06:36",4,""
"Lorraine Valdez","Amiga","2022-12-07 17:15:12",3,"Administration good ten also best week either. Face young note add generation example population."
"Michelle Parsons","Commodore 64","2022-12-04 06:38:06",2,""
"Amber Salinas","Apple II","2022-09-25 02:55:51",5,"Also blue machine pay occur. Best serve share tough."
"Amber Salinas","Commodore 64","2022-11-11 09:17:45",5,"Though black call medical point business pressure. Lead also light next suffer."
"Amber Salinas","Atari ST","2022-10-24 14:40:25",4,"Skin middle research technology common alone Republican."
"Steven Turner","ZX Spectrum","2022-03-27 12:47:31",4,""
"Joyce Ortega","ZX Spectrum","2022-06-22 10:00:23",4,"Television policy structure. Street maybe near responsibility behavior term. Because decision instead deep focus."
"Cheyenne Kirk","Apple II","2022-03-20 04:40:50",5,"Help production fight performance now. Power break really. Especially put per time edge within."
"Cheyenne Kirk","Commodore 64","2022-08-16 03:53:45",5,"General about television onto remember spend we challenge. Reality the pressure. Paper himself speak until computer."
"Carolyn Wagner","Commodore 64","2022-07-12 20:49:27",1,""
"Carolyn Wagner","ZX Spectrum","2022-06-06 22:38:28",5,""
"Craig Vasquez","Amiga","2022-08-22 23:20:54",4,""
"Taylor Coleman","Commodore 64","2022-07-03 13:53:31",1,"Discover technology reality hotel career magazine. Room system professor be share. Available country should trial capital."
"Brian Mccormick","Commodore 64","2022-03-25 00:31:43",3,""
"Jacqueline Gilmore","ZX Spectrum","2022-11-26 06:02:44",5,"Either sister woman. All agency loss economy hotel south book."
"Jacqueline Gilmore","Tandy 1000","2022-01-21 01:13:23",1,"Surface choice fill indeed. Best understand pick board daughter sport."
"Valerie Hernandez","ZX Spectrum","2022-07-20 12:19:08",3,""
"Gail Hall","ZX Spectrum","2022-08-14 03:42:33",1,"Result threat available without enter. Five management value card back medical out type."
"Wendy Chavez","Apple II","2022-07-28 02:57:47",5,"Section nation eat result quickly. Sense world chance compare when long car. Three eat teach guess collection."
"Wendy Chavez","Commodore 64","2022-11-08 11:02:47",5,""
"Wendy Chavez","Amiga","2022-01-24 10:32:42",5,""
"Wendy Chavez","CEC-I Zhonghua","2022-06-28 00:23:40",4,""
"Jonathan Wilson","Commodore 64","2022-11-11 01:31:42",5,"Spend pretty free important win civil. Reach explain know into market another into financial. Age old name local economy."
"Jonathan Wilson","ZX Spectrum","2022-05-03 20:17:46",3,""
"Stacey Newman","Exidy Sorcerer","2022-03-02 18:47:20",4,"Relate issue agree kid itself position. Response system old policy item involve. About shake imagine professor expert school beautiful."
"Stacey Newman","Amiga","2022-12-26 09:48:11",5,""
"Angela Johnson","Amiga","2022-01-20 07:19:45",2,""
"Shannon Hawkins","Commodore 64","2022-01-02 21:41:51",5,"Late president this determine moment campaign first."
"Jacqueline Harrington","Apple II","2022-10-16 16:26:09",1,""
"Jacqueline Harrington","ZX Spectrum","2022-12-01 15:25:30",1,""
"Kevin Smith","Commodore 64","2022-04-24 15:18:48",4,"Build specific note level three three. Since then deal realize series century stop."
"Mary Jones","Commodore 64","2022-02-04 00:13:55",5,"Kitchen lot side hold increase believe. Develop guy leave receive music blood under. Myself if store half energy rock important win."
"Mary Jones","ZX Spectrum","2022-11-25 05:34:59",5,"Apply family condition share. After bar mouth control beautiful."
"Mary Jones","Falcon","2022-05-25 04:10:47",1,""
"Stephanie Reed","ZX Spectrum","2022-03-20 17:50:02",5,""
"Stephanie Reed","Atari ST","2022-07-21 03:33:05",4,"Husband day group. Choose myself fast your operation."
"Rebecca Martinez","Amiga","2022-10-17 10:06:40",2,"Option majority conference. Career this surface project than class. Happy he store nature alone me."
"James Johnson","Commodore 64","2022-07-23 13:31:21",5,"Alone no possible why nice everything. Wonder support quickly run."
"Mr. Michael Lucas","Amiga","2022-04-02 10:57:45",2,""
"Jasmine Tran","Amiga","2022-09-13 04:34:51",4,"Model gas quite system others drive reach. Authority size already. Position heavy guess cup."
"Angela Morris","Commodore 64","2022-04-26 11:09:02",4,""
"Angela Morris","Amiga","2022-11-30 06:14:02",5,""
"Caitlyn Murphy","Commodore 64","2022-02-01 23:03:38",3,""
"Nicholas Stevens","Amiga","2022-11-04 14:43:16",4,""
"Nicholas Stevens","Enterprise 128","2022-03-12 16:53:30",5,""
"Mrs. Linda Hanson PhD","Amiga","2022-05-20 01:59:19",5,"Stay nation affect special. Simply my voice alone pressure well. Over father entire pull to talk."
"Mrs. Linda Hanson PhD","Atari TT","2022-12-26 19:55:42",5,"Five student environment already open your know. Some realize while edge. Write article true."
"Michael Watts","Amiga","2022-10-18 10:54:36",4,""
"Michelle Burgess","Commodore 64","2022-03-26 05:09:28",4,"Respond in from laugh task play myself. Heavy require never throw beat."
"Jessica Montgomery","Apple II","2022-08-16 18:36:22",1,"Many summer win near even hold. Easy hot also small down."
"Christy Murphy","Amiga","2022-01-13 01:09:46",4,"Care group huge range manage since compare. Result later move sing appear ground."
"Billy Bridges","Atari 800XL","2022-11-18 01:58:14",1,""
"Colton Turner","Apple II","2022-10-12 02:52:21",4,""
"Colton Turner","BBC Micro","2022-05-23 03:55:24",5,"Blood happen level nation evidence everything she suddenly. Kitchen say skill security hold member. Toward significant hundred argue might serious have fine."
"Colton Turner","Amiga","2022-05-25 14:44:56",1,""
"Megan Hickman","Commodore 64","2022-02-13 17:41:42",4,"Pretty smile care language memory less one. Significant child yard assume trip. Student not magazine show without our."
"Megan Hickman","MAX Machine","2022-01-18 18:05:56",1,"Radio Mr majority themselves both door. Many important pretty we."
"Richard Nguyen","Commodore 64","2022-04-13 21:59:06",2,""
"Jeffrey Lee MD","Commodore 64","2022-11-10 19:21:17",5,"Without anyone staff whole ever live road. Whatever situation they end color politics impact. Dream economy feel along nor century."
"Ashley Brewer","Apple II","2022-06-02 23:03:14",5,""
"Ashley Brewer","BBC Micro","2022-01-14 17:32:21",5,"Position meeting history bag. Door structure unit model market. Model financial scene leader."
"Ashley Brewer","Amiga","2022-10-01 15:22:00",5,""
"Anna Hickman","Commodore 64","2022-03-29 10:48:27",2,"Fight alone modern president far back under. Single might man you human magazine north arm."
"Anna Hickman","Amiga","2022-01-15 10:26:37",4,""
"Eric Jackson","Commodore 64","2022-01-02 14:36:15",5,""
"Eric Jackson","Amiga","2022-10-04 07:09:31",4,"Pressure dog often significant everyone. Performance imagine interesting generation individual best station."
"Cynthia Johnson","Commodore 64","2022-05-12 13:41:01",1,""
"Eric Miller","ZX Spectrum","2022-07-12 03:12:01",3,"Entire everyone recently listen can major student. Crime catch majority military."
"Annette Garner","Amiga","2022-03-29 12:46:07",4,""
"Nathan Hutchinson","Commodore 64","2022-08-10 14:10:10",5,""
"Bonnie Garcia","Amiga","2022-10-09 01:17:03",5,""
"Michael Richards","Amiga","2022-01-10 10:38:03",4,""
"Levi Montgomery","ZX Spectrum","2022-08-24 09:09:42",4,""
"Melissa Mcconnell","FM-7","2022-07-16 19:33:52",1,""
"Suzanne Smith","Timex Computer 2068","2022-04-01 13:23:17",4,""
"Michelle Howard","ZX Spectrum","2022-01-19 20:23:48",5,""
"Jason Ramirez","Amiga","2022-01-13 18:24:52",5,""
"Jessica Tate","Commodore 64","2022-02-24 08:06:28",5,""
"Jessica Tate","Amiga","2022-08-18 02:08:42",4,""
"Tracy Castillo","Amiga","2022-07-14 12:44:53",1,"Story enter capital local. Campaign plan service try material sing. Sell music skin. Past now radio for should although."
"Frank Matthews","Commodore 64","2022-07-12 18:52:55",4,""
"Maria Palmer","Commodore 64","2022-03-21 02:23:43",1,"Treat daughter later policy economic civil."
"Maria Palmer","Amiga","2022-12-23 06:14:53",1,""
"Kristina Hudson","Amiga","2022-05-31 01:56:17",5,"Quite baby little hundred during option call."
"Edgar Johnson","Commodore 64","2022-02-19 14:56:07",4,""
"Regina Robinson","Amiga","2022-04-12 10:51:01",4,"Pattern best lot have draw. Significant choice drive those. Five option enjoy those. Save address difference fine we return commercial."
"John Galloway","ZX Spectrum","2022-02-14 23:46:51",2,"Article name oil contain also we. Traditional wife practice floor fast only. Grow whatever speech property despite full."
"John Galloway","Amiga","2022-04-15 16:10:45",5,""
"Heather Green","Commodore 64","2022-04-03 12:32:11",5,"Power election sound government democratic themselves federal. Size between four moment."
"Frank Davis","Enterprise 128","2022-11-04 02:28:34",1,"My design turn seat level billion late. Role sound poor serve. Paper general soldier store create."
"Michael White","Commodore 64","2022-02-13 14:07:35",5,""
"Michael White","Amiga","2022-02-10 10:33:15",2,""
"Blake Greene","Apple II","2022-03-12 04:12:18",1,""
"Blake Greene","Commodore 64","2022-12-15 01:49:48",1,""
"Melissa Mason","Amiga","2022-04-17 09:32:58",4,""
"Joseph Chang","Amiga","2022-07-20 00:49:46",5,""
"Adam Moore","Commodore 64","2022-12-23 06:21:42",4,"Truth money front no tend leave human toward. Degree laugh beat include. Sell job finally."
"Adam Moore","Amiga","2022-03-17 06:43:29",4,""
"Daniel Kelly","Commodore 64","2022-01-29 12:00:37",5,"Sure media major ball sit. Likely investment both specific chair personal."
"Jordan Arnold","Apple II","2022-07-27 06:28:36",4,"Thus degree play stuff sign blood. Town produce wife seem newspaper mouth."
"Jordan Arnold","Commodore 64","2022-11-29 11:19:15",4,""
"Amy Summers","Commodore 64","2022-02-26 15:48:06",1,"Season chance fine yourself then imagine from. World change capital help step lot."
"Yvette Gregory","ZX Spectrum","2022-05-04 22:41:44",5,""
"Jeffrey Johnson","Commodore 64","2022-08-25 00:43:23",3,""
"Jeffrey Johnson","Amiga","2022-12-01 23:27:50",4,""
"Kirsten Williams","Commodore 64","2022-10-15 15:02:06",2,"Tax cold picture statement. Expert how three force. Try hair traditional."
"Tammie Johnson","ZX Spectrum","2022-04-04 05:49:34",4,""
"Tammie Johnson","Aamber Pegasus","2022-03-23 04:25:02",5,"Wait ten close discussion human fear. Only wait upon whatever enough."
"Tammie Johnson","Amiga","2022-01-05 07:19:43",3,""
"Nicholas Sanchez","Commodore 64","2022-01-09 04:30:37",5,"Thousand reason manager past where."
"Nicholas Sanchez","Amiga","2022-11-30 21:40:16",4,"Short site environment. Fear chair ready usually right. Yet have between as computer however."
"John Bennett","Commodore 64","2022-11-30 06:38:49",5,""
"Lori Fisher","Amiga","2022-01-21 05:54:22",5,""
"Stacy Holt","Apple II","2022-01-06 07:27:14",4,"Girl road top white. Condition military foreign wide avoid follow."
"Stacy Holt","BBC Micro","2022-07-16 16:49:43",5,""
"Stacy Holt","Commodore 64","2022-06-28 20:31:32",4,""
"Daniel Eaton","Commodore 64","2022-09-21 20:35:18",5,""
"Elizabeth Edwards","Commodore 64","2022-04-06 11:24:18",4,""
"Ryan Miller","Commodore 64","2022-12-12 06:28:58",5,"Ahead impact amount occur knowledge. Lead quickly information later."
"Ryan Miller","Amiga","2022-09-20 12:05:10",5,""
"Jason Juarez","Commodore 64","2022-04-18 21:39:22",4,""
"Michelle Stephenson","RS128","2022-12-10 02:41:05",3,""
"Kimberly Robbins","Apple II","2022-08-11 18:43:23",4,""
"Kimberly Robbins","Amiga","2022-05-20 12:56:06",2,"Past less stuff win see wonder throw. Beautiful away sometimes these factor fear analysis."
"Alexander Acevedo","BBC Micro","2022-01-30 01:08:30",4,""
"Brenda Walker","Galeb","2022-11-26 19:01:37",2,""
"Brenda Walker","Commodore 64","2022-12-17 00:50:02",5,""
"Adam Black","Commodore 64","2022-02-06 16:11:52",5,""
"Antonio Ashley","Amiga","2022-07-19 15:40:44",4,""
"Natalie Flores","Atari 800XL","2022-11-28 21:56:22",4,"Camera just blood significant. Customer main operation mean. Imagine whole imagine involve certain population."
"Natalie Flores","Amiga","2022-10-29 12:31:53",1,""
"Margaret Williams","ZX Spectrum","2022-11-24 06:45:34",4,""
"Robert Brewer","Amiga","2022-12-29 02:04:09",4,""
"Aaron Osborne","ZX Spectrum","2022-04-23 23:18:08",5,"Choice hear seek. Night realize item travel build."
"Robert Schneider","Imagination Machine","2022-11-02 19:28:47",4,""
"Robert Schneider","Commodore 64","2022-12-25 10:15:48",5,""
"Robert Schneider","SC-3000","2022-09-25 17:39:04",5,""
"Robert Schneider","Amiga","2022-11-29 09:22:27",2,""
"Arthur Douglas","Amiga","2022-09-30 07:43:03",1,"Baby why whether until challenge. I common none change strategy draw."
"Christine Johnston","Amiga","2022-08-06 12:01:19",5,""
"James Lewis","Commodore 64","2022-05-09 23:11:44",5,"Civil worker poor performance society member. Not feel natural letter during process time."
"Monica Johnson","Apple II","2022-04-30 03:15:34",1,"Land newspaper after they meet. Road color side individual peace nearly."
"Miss Traci Garcia","Amiga","2022-04-20 12:12:39",5,"Policy body Republican seat. Accept teacher help career. Protect husband trial clearly ability join. Different because suffer but someone world."
"Kimberly Reed","Commodore 64","2022-12-14 03:52:33",1,"Often science together change amount should. Item herself nation five side."
"Vincent Ruiz","ZX Spectrum","2022-09-05 23:36:41",4,""
"Aaron Mahoney","Amiga","2022-06-30 21:31:43",5,""
"Andrea Reynolds","Commodore 64","2022-05-07 00:30:41",5,"Action push newspaper who change."
"Andrea Reynolds","Iskra-1030","2022-05-30 10:34:46",4,""
"Jeremy Gonzales","Commodore 64","2022-04-21 19:46:04",1,""
"Patrick Cline","Amiga","2022-02-08 12:23:56",5,"Third technology hand great. Both baby option involve. How nearly single ask trial."
"Jacob West","Amiga","2022-08-08 21:53:04",5,""
"Mary Moreno","ZX Spectrum","2022-03-31 18:03:21",4,"Clearly change check contain. Investment past pull court then."
"Julie Fisher","Amiga","2022-09-19 12:06:16",4,"Open our picture air husband. Start fish anyone."
"Michael Miller","Commodore 64","2022-04-27 09:34:46",5,""
"Jenny Luna","Compucolor II","2022-03-07 16:38:44",5,"Report significant actually develop gas. Break type compare general especially media. Information situation ball seat."
"Candace Rivers","Amiga","2022-02-02 19:44:24",4,"Likely house organization. Responsibility stage white area leader main environment. Explain anything technology effort."
"Charles Dyer","Commodore 64","2022-10-29 18:41:40",4,""
"Bianca Anderson","Commodore 64","2022-04-16 22:14:07",5,"Foreign never until red team. Still member trade network."
"Bianca Anderson","ZX Spectrum","2022-04-26 12:43:22",4,""
"Steven Kidd","Apple II","2022-10-06 19:16:59",4,""
"Steven Kidd","Commodore 64","2022-08-14 14:31:11",5,""
"Virginia Jones","Amiga","2022-03-05 03:51:57",4,"Rate right discussion information example rise. Discussion quality ten four appear look water piece. Mention her see yard response."
"Kenneth Turner","ZX Spectrum","2022-09-29 14:05:58",5,""
"Benjamin Alvarez","Apple II","2022-06-02 10:51:09",5,""
"Benjamin Alvarez","Amiga","2022-01-26 22:37:38",1,""
"Briana Odonnell","Amiga","2022-10-22 21:52:57",5,"Glass most produce father training throughout mean. The television window who talk soon."
"Jodi Jones","Commodore 64","2022-07-26 02:51:05",1,"Thought middle wide prepare knowledge politics former staff. Someone eight somebody win."
"Nicholas Ward","Amiga","2022-06-29 19:59:39",4,"General letter claim dinner. Example at tree recognize voice."
"Brandy Kim","ZX Spectrum","2022-11-10 10:30:19",4,""
"Anna Williams","Commodore 64","2022-07-05 10:53:58",5,""
"Pamela Wells DDS","Apple II","2022-11-13 22:51:26",4,""
"Pamela Wells DDS","Commodore 64","2022-09-19 07:19:33",5,"Heavy general prove."
"Ellen Powers","Amiga","2022-01-01 19:46:31",1,""
"Benjamin Jones","ZX Spectrum","2022-11-28 12:36:10",4,""
"Brandon Miller","Commodore 64","2022-04-06 22:47:39",4,""
"Brian Lee","BBC Micro","2022-11-06 20:51:11",4,""
"Danny Young","Apple II","2022-05-18 03:10:21",5,""
"Danny Young","ZX81","2022-01-17 17:00:33",4,"That relate product including expert parent. Car involve follow wrong although sea though. Represent family prepare surface."
"Danny Young","Commodore 64","2022-09-04 07:26:19",5,"Yes onto camera nor six agent particularly. Kid number parent use catch so when. Single often those least."
"Michael Sullivan","ZX Spectrum","2022-11-27 02:11:36",5,""
"Richard Garcia","BBC Micro","2022-11-26 11:40:57",5,""
"Krista Garrison","Amiga","2022-11-18 16:02:26",3,"Factor direction left."
"Jasmine Gates","Commodore 64","2022-11-13 00:21:19",5,""
"Robert Luna","Commodore Executive 64","2022-03-14 08:09:18",4,""
"Shelley Klein","Commodore 64","2022-03-11 02:59:24",1,"Law mean under opportunity series let former. Play fund them. Practice director new picture."
"Shelly Simmons","Apple II","2022-01-05 15:05:21",2,""
"Shelly Simmons","ZX Spectrum","2022-05-06 12:17:13",1,""
"Eric Clayton","Commodore 64","2022-03-03 05:23:50",4,""
"David Murray","Amiga","2022-10-16 06:09:17",4,""
"Joshua Huber","Commodore 64","2022-11-07 07:36:19",2,""
"Darren Wilcox","Amiga","2022-01-12 15:38:42",5,"Bag reflect method week. White will least often statement kitchen. You hundred individual dog."
"Patricia Harris","Apple II","2022-07-16 03:14:24",4,""
"Patricia Harris","Commodore 64","2022-06-26 01:24:40",1,"Think too network act benefit officer policy. Chance record about nearly. Yourself too war nice population region international."
"Gary Goodwin","Amiga","2022-08-19 17:01:45",5,"Huge feeling my society resource. Crime mention window his type man."
"Maxwell Nichols","BBC Micro","2022-08-06 01:41:17",5,""
"Maxwell Nichols","Commodore 64","2022-08-06 15:37:57",4,"Event at by by build fact. Class man body above turn and head. Near age campaign partner discuss feel dinner."
"Maxwell Nichols","Timex Computer 2068","2022-12-06 18:56:43",5,"Wide among central. Score election paper car. Onto mind light everyone piece five."
"Austin Hernandez","ZX Spectrum","2022-07-13 16:51:29",5,""
"Rachel Brown","BBC Micro","2022-08-04 02:20:41",4,"Own director guy the act. Choose though approach attorney effect attorney."
"Leah Bradley","Amiga","2022-12-29 13:38:08",4,"Make trade even gas. Above probably letter."
"John Rivas","Commodore 64","2022-07-20 17:58:09",5,"One individual cell life ability fall lose letter. Level us report. Individual spend real represent."
"Mrs. Sara Johnson","Commodore 64","2022-10-12 21:00:40",5,""
"Mr. Jason Perez","Komputer 2086","2022-03-19 15:41:22",4,""
"Blake Hall","Commodore 64","2022-05-03 14:14:51",5,""
"Blake Hall","Amiga","2022-12-22 05:01:23",1,"Light political huge check expert. Understand none low report college apply. Team story discuss important far within sing turn."
"Mary Carlson","Commodore 64","2022-01-17 15:24:36",4,"Great social around gun. Ball we floor audience charge operation explain. Able front program west raise land."
"Johnathan Brooks","BBC Micro","2022-02-15 19:49:56",4,"International film even similar smile tell. Hit throw manager. Offer drug education audience continue involve contain tax."
"Tracy Frazier","Commodore 64","2022-06-10 10:22:46",2,"Get environment growth draw. Reveal very sister consumer tree. Majority suffer why eight power."
"Tracy Frazier","ZX Spectrum","2022-10-11 20:32:03",5,""
"Bobby Evans","Commodore 64","2022-03-07 23:31:54",4,"Student garden I serve surface leg there. Environment low southern sometimes simple."
"Jeffery Sharp","Apple II","2022-01-03 13:21:47",1,""
"Jeffery Sharp","BBC Micro","2022-01-22 11:48:32",4,""
"Jeffery Sharp","ZX Spectrum","2022-11-14 02:15:06",5,"Town rise beyond yourself exist with forward eye. Brother state fish its him."
"Robin Shah","Commodore 64","2022-06-06 14:21:55",2,""
"Joseph White","ZX Spectrum","2022-08-06 05:12:03",4,"Do record they huge. Sometimes list end."
"Joseph White","Amiga","2022-07-31 14:06:53",4,""
"Wanda Bailey","Amiga","2022-06-04 14:32:04",4,""
"Debra Ramirez","ZX Spectrum","2022-01-06 23:15:22",5,""
"Jennifer Crane","Apple II","2022-11-05 01:57:30",1,""
"Susan Miller","Commodore 64","2022-11-24 08:31:22",2,""
"Anthony Evans","BBC Micro","2022-02-04 07:02:22",1,"Along teacher together. Now color necessary. Force behavior piece debate second film."
"David Thornton","NEC PC-100","2022-04-05 06:52:22",5,""
"David Thornton","Amiga","2022-01-02 04:48:30",5,""
